"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"PRKACB","protein_coding","ENSG00000142875","The protein encoded by this gene is a member of the serine/threonine protein kinase family. The encoded protein is a catalytic subunit of cAMP (cyclic AMP)-dependent protein kinase, which mediates signalling though cAMP. cAMP signaling is important to a number of processes, including cell proliferaton and differentiation. Multiple alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jul 2014]"
"PIGK","protein_coding","ENSG00000142892","This gene encodes a member of the cysteine protease family C13 that is involved in glycosylphosphatidylinositol (GPI)-anchor biosynthesis. The GPI-anchor is a glycolipid found on many blood cells and serves to anchor proteins to the cell surface. This protein is a member of the multisubunit enzyme, GPI transamidase and is thought to be its enzymatic component. GPI transamidase mediates GPI anchoring in the endoplasmic reticulum, by catalyzing the transfer of fully assembled GPI units to proteins. [provided by RefSeq, Jul 2008]"
"STRIP1","protein_coding","ENSG00000143093","This gene encodes a member of the striatin-interacting phosphatase and kinase complex, which is involved in localization of the Golgi body. The encoded protein participates in cytosketelal organization. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2012]"
"CELSR2","protein_coding","ENSG00000143126","The protein encoded by this gene is a member of the flamingo subfamily, part of the cadherin superfamily. The flamingo subfamily consists of nonclassic-type cadherins; a subpopulation that does not interact with catenins. The flamingo cadherins are located at the plasma membrane and have nine cadherin domains, seven epidermal growth factor-like repeats and two laminin A G-type repeats in their ectodomain. They also have seven transmembrane domains, a characteristic unique to this subfamily. It is postulated that these proteins are receptors involved in contact-mediated communication, with cadherin domains acting as homophilic binding regions and the EGF-like domains involved in cell adhesion and receptor-ligand interactions. The specific function of this particular member has not been determined. [provided by RefSeq, Jul 2008]"
"TIPRL","protein_coding","ENSG00000143155","TIPRL is an inhibitory regulator of protein phosphatase-2A (PP2A) (see PPP2CA; MIM 176915), PP4 (see PPP4C; MIM 602035), and PP6 (see PPP6C; MIM 612725) (McConnell et al., 2007 [PubMed 17384681]).[supplied by OMIM, Nov 2010]"
"CREG1","protein_coding","ENSG00000143162","The adenovirus E1A protein both activates and represses gene expression to promote cellular proliferation and inhibit differentiation. The protein encoded by this gene antagonizes transcriptional activation and cellular transformation by E1A. This protein shares limited sequence similarity with E1A and binds both the general transcription factor TBP and the tumor suppressor pRb in vitro. This gene may contribute to the transcriptional control of cell growth and differentiation. [provided by RefSeq, Jul 2008]"
"MRPL24","protein_coding","ENSG00000143314","Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein which is more than twice the size of its E.coli counterpart (EcoL24). Sequence analysis identified two transcript variants that encode the same protein. [provided by RefSeq, Jul 2008]"
"TUFT1","protein_coding","ENSG00000143367","Tuftelin is an acidic protein that is thought to play a role in dental enamel mineralization and is implicated in caries susceptibility. It is also thought to be involved with adaptation to hypoxia, mesenchymal stem cell function, and neurotrophin nerve growth factor mediated neuronal differentiation. [provided by RefSeq, Aug 2014]"
"TARS2","protein_coding","ENSG00000143374","This gene encodes a member of the class-II aminoacyl-tRNA synthetase family. The encoded protein is a mitochondrial aminoacyl-tRNA synthetase. Alternative splicing results in multiple transcript variants. A related pseudogene has been identified on chromosome 4. [provided by RefSeq, Dec 2012]"
"MRPL9","protein_coding","ENSG00000143436","This is a nuclear gene encoding a protein component of the 39S subunit of the mitochondrial ribosome. Alternative splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 8. [provided by RefSeq, Jul 2014]"
"SCCPDH","protein_coding","ENSG00000143653","Predicted to enable oxidoreductase activity. Predicted to be involved in glycolipid biosynthetic process. Located in lipid droplet and midbody. [provided by Alliance of Genome Resources, Apr 2022]"
"SNAP47","protein_coding","ENSG00000143740","Predicted to enable SNAP receptor activity and syntaxin binding activity. Predicted to be involved in synaptic vesicle fusion to presynaptic active zone membrane and synaptic vesicle priming. Predicted to act upstream of or within long-term synaptic potentiation. Colocalizes with BLOC-1 complex. [provided by Alliance of Genome Resources, Apr 2022]"
"FBXO28","protein_coding","ENSG00000143756","Members of the F-box protein family, such as FBXO28, are characterized by an approximately 40-amino acid F-box motif. SCF complexes, formed by SKP1 (MIM 601434), cullin (see CUL1; MIM 603134), and F-box proteins, act as protein-ubiquitin ligases. F-box proteins interact with SKP1 through the F box, and they interact with ubiquitination targets through other protein interaction domains (Jin et al., 2004 [PubMed 15520277]).[supplied by OMIM, Mar 2008]"
"PSEN2","protein_coding","ENSG00000143801","Alzheimer's disease (AD) patients with an inherited form of the disease carry mutations in the presenilin proteins (PSEN1 or PSEN2) or the amyloid precursor protein (APP). These disease-linked mutations result in increased production of the longer form of amyloid-beta (main component of amyloid deposits found in AD brains). Presenilins are postulated to regulate APP processing through their effects on gamma-secretase, an enzyme that cleaves APP. Also, it is thought that the presenilins are involved in the cleavage of the Notch receptor such that, they either directly regulate gamma-secretase activity, or themselves act are protease enzymes. Two alternatively spliced transcript variants encoding different isoforms of PSEN2 have been identified. [provided by RefSeq, Jul 2008]"
"PLEKHA6","protein_coding","ENSG00000143850","no information"
"SCRN3","protein_coding","ENSG00000144306","Predicted to enable cysteine-type exopeptidase activity and dipeptidase activity. Predicted to be involved in proteolysis. [provided by Alliance of Genome Resources, Apr 2022]"
"EAF1","protein_coding","ENSG00000144597","Enables transcription elongation regulator activity. Involved in regulation of transcription elongation from RNA polymerase II promoter. Located in intercellular bridge and nuclear body. Part of transcription elongation factor complex. [provided by Alliance of Genome Resources, Apr 2022]"
"DYNC1LI1","protein_coding","ENSG00000144635","The protein encoded by this gene belongs to light intermediate subunit family, whose members are components of the multiprotein cytoplasmic dynein complex, which is involved in intracellular trafficking and chromosome segregation during mitosis. The protein plays a role in moving the spindle assembly checkpoint (SAC) from kinetochores to spindle poles. The protein may also mediate binding to other cargo molecules to facilitate intracellular vesicle trafficking. [provided by RefSeq, Jul 2016]"
"POMGNT2","protein_coding","ENSG00000144647","This gene encodes a protein with glycosyltransferase activity although its function is not currently known. [provided by RefSeq, Sep 2012]"
"IQSEC1","protein_coding","ENSG00000144711","Predicted to enable protein kinase binding activity. Predicted to be involved in several processes, including positive regulation of focal adhesion disassembly; positive regulation of keratinocyte migration; and regulation of postsynaptic neurotransmitter receptor internalization. Located in nucleolus. Implicated in intellectual developmental disorder with short stature and behavioral abnormalities. [provided by Alliance of Genome Resources, Apr 2022]"
"ARL6IP5","protein_coding","ENSG00000144746","Expression of this gene is affected by vitamin A. The encoded protein of this gene may be associated with the cytoskeleton. A similar protein in rats may play a role in the regulation of cell differentiation. The rat protein binds and inhibits the cell membrane glutamate transporter EAAC1. The expression of the rat gene is upregulated by retinoic acid, which results in a specific reduction in EAAC1-mediated glutamate transport. [provided by RefSeq, Jul 2008]"
"EIF2A","protein_coding","ENSG00000144895","This gene encodes a eukaryotic translation initiation factor that catalyzes the formation of puromycin-sensitive 80 S preinitiation complexes and the poly(U)-directed synthesis of polyphenylalanine at low concentrations of Mg2+. This gene should not be confused with eIF2-alpha (EIF2S1, Gene ID: 1965), the alpha subunit of the eIF2 translation initiation complex. Although both of these proteins function in binding initiator tRNA to the 40 S ribosomal subunit, the encoded protein does so in a codon-dependent manner, whereas eIF2 complex requires GTP. Alternative splicing of this gene results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016]"
"DGKQ","protein_coding","ENSG00000145214","The protein encoded by this gene contains three cysteine-rich domains, a proline-rich region, and a pleckstrin homology domain with an overlapping Ras-associating domain. It is localized in the speckle domains of the nucleus, and mediates the regeneration of phosphatidylinositol (PI) from diacylglycerol in the PI-cycle during cell signal transduction. [provided by RefSeq, Jul 2008]"
"CISD2","protein_coding","ENSG00000145354","The protein encoded by this gene is a zinc finger protein that localizes to the endoplasmic reticulum. The encoded protein binds an iron/sulfur cluster and may be involved in calcium homeostasis. Defects in this gene are a cause of Wolfram syndrome 2. [provided by RefSeq, Mar 2011]"
"PIK3R1","protein_coding","ENSG00000145675","Phosphatidylinositol 3-kinase phosphorylates the inositol ring of phosphatidylinositol at the 3-prime position. The enzyme comprises a 110 kD catalytic subunit and a regulatory subunit of either 85, 55, or 50 kD. This gene encodes the 85 kD regulatory subunit. Phosphatidylinositol 3-kinase plays an important role in the metabolic actions of insulin, and a mutation in this gene has been associated with insulin resistance. Alternative splicing of this gene results in four transcript variants encoding different isoforms. [provided by RefSeq, Jun 2011]"
"FAM50B","protein_coding","ENSG00000145945","This gene contains an intronless ORF that arose from ancestral retroposition. The encoded protein is related to a plant protein that plays a role in the circadian clock. This gene is adjacent to a differentially methylated region (DMR) and is imprinted and paternally expressed in many tissues. [provided by RefSeq, Nov 2015]"
"LRRTM2","protein_coding","ENSG00000146006","Predicted to enable neurexin family protein binding activity. Predicted to be involved in regulation of postsynaptic density assembly. Predicted to act upstream of or within several processes, including long-term synaptic potentiation; negative regulation of receptor internalization; and positive regulation of synapse assembly. Is active in GABA-ergic synapse. Is integral component of postsynaptic specialization membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"TNFRSF21","protein_coding","ENSG00000146072","This gene encodes a member of the tumor necrosis factor receptor superfamily. The encoded protein activates nuclear factor kappa-B and mitogen-activated protein kinase 8 (also called c-Jun N-terminal kinase 1), and induces cell apoptosis. Through its death domain, the encoded receptor interacts with tumor necrosis factor receptor type 1-associated death domain (TRADD) protein, which is known to mediate signal transduction of tumor necrosis factor receptors. Knockout studies in mice suggest that this gene plays a role in T-helper cell activation, and may be involved in inflammation and immune regulation. [provided by RefSeq, Jul 2013]"
"ABT1","protein_coding","ENSG00000146109","Basal transcription of genes by RNA polymerase II requires the interaction of TATA-binding protein (TBP) with the core region of class II promoters.  Studies in mouse suggest that the protein encoded by this gene likely activates basal transcription from class II promoters by interaction with TBP and the class II promoter DNA. [provided by RefSeq, Jul 2008]"
"TTBK1","protein_coding","ENSG00000146216","Summary:This gene belongs to the casein kinase 1 superfamily. The encoded protein is a neuron-specific, serine/threonine and tyrosine kinase, which regulates phosphorylation of tau, a protein that associates with microtubule assemblies and stabilizes them. Genetic variants in this gene are associated with Alzheimer's disease. [provided by RefSeq, Jul 2016]"
"TCTE1","protein_coding","ENSG00000146221","Predicted to be involved in flagellated sperm motility. Predicted to be located in sperm flagellum. [provided by Alliance of Genome Resources, Apr 2022]"
"RPL7L1","protein_coding","ENSG00000146223","Enables RNA binding activity. Predicted to be involved in maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Predicted to act upstream of or within blastocyst formation. Predicted to be located in nucleolus. Predicted to be part of cytosolic large ribosomal subunit. [provided by Alliance of Genome Resources, Apr 2022]"
"TMEM181","protein_coding","ENSG00000146433","The TMEM181 gene encodes a putative G protein-coupled receptor expressed on the cell surface (Carette et al., 2009 [PubMed 19965467]; Wollscheid et al., 2009 [PubMed 19349973]).[supplied by OMIM, Jan 2010]"
"ZMYM4","protein_coding","ENSG00000146463","Predicted to enable DNA binding activity. Involved in cytoskeleton organization and regulation of cell morphogenesis. [provided by Alliance of Genome Resources, Apr 2022]"
"MDH2","protein_coding","ENSG00000146701","Malate dehydrogenase catalyzes the reversible oxidation of malate to oxaloacetate, utilizing the NAD/NADH cofactor system in the citric acid cycle. The protein encoded by this gene is localized to the mitochondria and may play pivotal roles in the malate-aspartate shuttle that operates in the metabolic coordination between cytosol and mitochondria. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2013]"
"TRAPPC14","protein_coding","ENSG00000146826","Enables alpha-tubulin binding activity. Involved in cilium assembly and regulation of cell population proliferation. Located in several cellular components, including microtubule cytoskeleton; midbody; and plasma membrane. Part of TRAPPII protein complex. Implicated in primary autosomal recessive microcephaly. [provided by Alliance of Genome Resources, Apr 2022]"
"SPIN2A","protein_coding","ENSG00000147059","This gene encodes one of three members of the DXF34 gene family, located in a 100-kb region of chromosome Xp11.21. [provided by RefSeq, Nov 2009]"
"NDUFB11","protein_coding","ENSG00000147123","The protein encoded by this gene is a subunit of the multisubunit NADH:ubiquinone oxidoreductase (complex I). Mammalian complex I is located at the mitochondrial inner membrane. This protein has NADH dehydrogenase activity and oxidoreductase activity. It transfers electrons from NADH to ubiquinone. Mutations in the human gene are associated with linear skin defects with multiple congenital anomalies 3 and mitochondrial complex I deficiency. [provided by RefSeq, Dec 2016]"
"EBP","protein_coding","ENSG00000147155","The protein encoded by this gene is an integral membrane protein of the endoplasmic reticulum. It is a high affinity binding protein for the antiischemic phenylalkylamine Ca2+ antagonist [3H]emopamil and the photoaffinity label [3H]azidopamil. It is similar to sigma receptors and may be a member of a superfamily of high affinity drug-binding proteins in the endoplasmic reticulum of different tissues. This protein shares structural features with bacterial and eukaryontic drug transporting proteins. It has four putative transmembrane segments and contains two conserved glutamate residues which may be involved in the transport of cationic amphiphilics. Another prominent feature of this protein is its high content of aromatic amino acid residues (>23%) in its transmembrane segments. These aromatic amino acid residues have been suggested to be involved in the drug transport by the P-glycoprotein. Mutations in this gene cause Chondrodysplasia punctata 2 (CDPX2; also known as Conradi-Hunermann syndrome). [provided by RefSeq, Jul 2008]"
"PRPS1","protein_coding","ENSG00000147224","This gene encodes an enzyme that catalyzes the phosphoribosylation of ribose 5-phosphate to 5-phosphoribosyl-1-pyrophosphate, which is necessary for purine metabolism and nucleotide biosynthesis. Defects in this gene are a cause of phosphoribosylpyrophosphate synthetase superactivity, Charcot-Marie-Tooth disease X-linked recessive type 5 and Arts Syndrome. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2011]"
"EBAG9","protein_coding","ENSG00000147654","This gene was identified as an estrogen-responsive gene. Regulation of transcription by estrogen is mediated by estrogen receptor, which binds to the estrogen-responsive element found in the 5'-flanking region of this gene. The encoded protein is a tumor-associated antigen that is expressed at high frequency in a variety of cancers. Alternate splicing results in multiple transcript variants. A pseudogene of this gene has been defined on chromosome 10. [provided by RefSeq, Jul 2013]"
"VLDLR","protein_coding","ENSG00000147852","The low density lipoprotein receptor (LDLR) gene family consists of cell surface proteins involved in receptor-mediated endocytosis of specific ligands. This gene encodes a lipoprotein receptor that is a member of the LDLR family and plays important roles in VLDL-triglyceride metabolism and the reelin signaling pathway. Mutations in this gene cause VLDLR-associated cerebellar hypoplasia. Alternative splicing generates multiple transcript variants encoding distinct isoforms for this gene. [provided by RefSeq, Aug 2009]"
"SURF2","protein_coding","ENSG00000148291","This gene shares a bidirectional promoter with surfeit 1 (SURF1; GeneID: 6834), which is located on the opposite strand. It encodes a conserved protein that is expressed in a variety of tissues. [provided by RefSeq, Jul 2013]"
"SEC16A","protein_coding","ENSG00000148396","This gene encodes a protein that forms part of the Sec16 complex. This protein has a role in protein transport from the endoplasmic reticulum (ER) to the Golgi and mediates COPII vesicle formation at the transitional ER. Alternative splicing results in multiple transcript variants that encode different protein isoforms. [provided by RefSeq, Feb 2013]"
"NRBF2","protein_coding","ENSG00000148572","Involved in autophagy. Located in cytoplasm. Colocalizes with phosphatidylinositol 3-kinase complex, class III. [provided by Alliance of Genome Resources, Apr 2022]"
"POLR3A","protein_coding","ENSG00000148606","The protein encoded by this gene is the catalytic component of RNA polymerase III, which synthesizes small RNAs. The encoded protein also acts as a sensor to detect foreign DNA and trigger an innate immune response. [provided by RefSeq, Aug 2011]"
"EIF3M","protein_coding","ENSG00000149100","This gene encodes a protein that is part of the eurkaryotic translation initiation factor 3 complete (eIF-3) required for protein synthesis. Elevated levels of the encoded protein are present in cancer cell lines. Inactivation of the encoded protein has been shown to interfere with translation of herpes virus mRNAs by preventing the association of mRNAs with the ribosomes. A pseudogene of this gene is located on the X chromosome. [provided by RefSeq, Dec 2011]"
"KLHL35","protein_coding","ENSG00000149243","no information"
"CAPN5","protein_coding","ENSG00000149260","Calpains are calcium-dependent cysteine proteases involved in signal transduction in a variety of cellular processes. A functional calpain protein consists of an invariant small subunit and 1 of a family of large subunits. CAPN5 is one of the large subunits. Unlike some of the calpains, CAPN5 and CAPN6 lack a calmodulin-like domain IV. Because of the significant similarity to Caenorhabditis elegans sex determination gene tra-3, CAPN5 is also called as HTRA3. [provided by RefSeq, Jul 2008]"
"P4HA3","protein_coding","ENSG00000149380","This gene encodes a component of prolyl 4-hydroxylase, a key enzyme in collagen synthesis composed of two identical alpha subunits and two beta subunits. The encoded protein is one of several different types of alpha subunits and provides the major part of the catalytic site of the active enzyme. In collagen and related proteins, prolyl 4-hydroxylase catalyzes the formation of 4-hydroxyproline that is essential to the proper three-dimensional folding of newly synthesized procollagen chains. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]"
"INCENP","protein_coding","ENSG00000149503","In mammalian cells, 2 broad groups of centromere-interacting proteins have been described: constitutively binding centromere proteins and 'passenger,' or transiently interacting, proteins (reviewed by Choo, 1997). The constitutive proteins include CENPA (centromere protein A; MIM 117139), CENPB (MIM 117140), CENPC1 (MIM 117141), and CENPD (MIM 117142). The term 'passenger proteins' encompasses a broad collection of proteins that localize to the centromere during specific stages of the cell cycle (Earnshaw and Mackay, 1994 [PubMed 8088460]). These include CENPE (MIM 117143); MCAK (MIM 604538); KID (MIM 603213); cytoplasmic dynein (e.g., MIM 600112); CliPs (e.g., MIM 179838); and CENPF/mitosin (MIM 600236). The inner centromere proteins (INCENPs) (Earnshaw and Cooke, 1991 [PubMed 1860899]), the initial members of the passenger protein group, display a broad localization along chromosomes in the early stages of mitosis but gradually become concentrated at centromeres as the cell cycle progresses into mid-metaphase. During telophase, the proteins are located within the midbody in the intercellular bridge, where they are discarded after cytokinesis (Cutts et al., 1999 [PubMed 10369859]).[supplied by OMIM, Mar 2008]"
"TMEM25","protein_coding","ENSG00000149582","Predicted to be involved in negative regulation of excitatory postsynaptic potential and regulation of protein stability. Predicted to be located in late endosome and lysosome. [provided by Alliance of Genome Resources, Apr 2022]"
"CABLES2","protein_coding","ENSG00000149679","Predicted to be involved in cell division and regulation of cell cycle. [provided by Alliance of Genome Resources, Apr 2022]"
"PIH1D2","protein_coding","ENSG00000150773","Enables small GTPase binding activity. Predicted to be involved in box C/D snoRNP assembly and rRNA processing. Predicted to be part of R2TP complex and ribonucleoprotein complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"NOPCHAP1","protein_coding","ENSG00000151131","Enables box C/D snoRNP complex binding activity. Involved in box C/D snoRNP assembly. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"PLBD2","protein_coding","ENSG00000151176","Predicted to enable phospholipase activity. Predicted to be involved in phospholipid catabolic process. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]"
"EIF4E","protein_coding","ENSG00000151247","The protein encoded by this gene is a component of the eukaryotic translation initiation factor 4F complex, which recognizes the 7-methylguanosine cap structure at the 5' end of messenger RNAs. The encoded protein aids in translation initiation by recruiting ribosomes to the 5'-cap structure. Association of this protein with the 4F complex is the rate-limiting step in translation initiation. This gene acts as a proto-oncogene, and its expression and activation is associated with transformation and tumorigenesis. Several pseudogenes of this gene are found on other chromosomes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]"
"ANKRD50","protein_coding","ENSG00000151458","Involved in endocytic recycling. Predicted to be located in endosome. [provided by Alliance of Genome Resources, Apr 2022]"
"CDC123","protein_coding","ENSG00000151465","Predicted to be involved in eukaryotic translation initiation factor 2 complex assembly and positive regulation of translational initiation. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"ACAD8","protein_coding","ENSG00000151498","This gene encodes a member of the acyl-CoA dehydrogenase family of enzymes that catalyze the dehydrogenation of acyl-CoA derivatives in the metabolism of fatty acids or branch chained amino acids. The encoded protein is a mitochondrial enzyme that functions in catabolism of the branched-chain amino acid valine. Defects in this gene are the cause of isobutyryl-CoA dehydrogenase deficiency.[provided by RefSeq, Nov 2009]"
"VPS26B","protein_coding","ENSG00000151502","Predicted to be involved in intracellular protein transport and retrograde transport, endosome to Golgi. Predicted to act upstream of or within cellular response to interferon-gamma. Predicted to be located in early endosome and late endosome. Predicted to be part of retromer complex. Predicted to be active in endosome. [provided by Alliance of Genome Resources, Apr 2022]"
"MFSD6","protein_coding","ENSG00000151690","Predicted to enable MHC class I protein binding activity and MHC class I receptor activity. Predicted to be involved in antigen processing and presentation of exogenous peptide antigen via MHC class I. Located in membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"SERP2","protein_coding","ENSG00000151778","Predicted to be involved in endoplasmic reticulum unfolded protein response and protein glycosylation. Predicted to be located in endoplasmic reticulum membrane. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"GUF1","protein_coding","ENSG00000151806","This gene encodes a GTPase that triggers back-translocation of the elongating ribosome during mitochondrial protein synthesis. The protein contains a highly conserved C-terminal domain not found in other GTPases that facilitates tRNA binding. The encoded protein is thought to prevent misincorporation of amino acids in stressful, suboptimal conditions. An allelic variant in this gene has been associated with early infantile epileptic encephalopathy-40. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]"
"FAM168B","protein_coding","ENSG00000152102","Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]"
"OBI1","protein_coding","ENSG00000152193","Enables chromatin binding activity and ubiquitin-protein transferase activity. Involved in protein autoubiquitination; protein monoubiquitination; and regulation of DNA replication. Located in chromatin. [provided by Alliance of Genome Resources, Apr 2022]"
"C18orf25","protein_coding","ENSG00000152242","Predicted to enable ubiquitin protein ligase activity. Predicted to be involved in ubiquitin-dependent protein catabolic process. [provided by Alliance of Genome Resources, Apr 2022]"
"ZNF776","protein_coding","ENSG00000152443","Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"PRDM8","protein_coding","ENSG00000152784","This gene encodes a protein that belongs to a conserved family of histone methyltransferases that predominantly act as negative regulators of transcription. The encoded protein contains an N-terminal Su(var)3-9, Enhancer-of-zeste, and Trithorax (SET) domain and a double zinc-finger domain. Knockout of this gene in mouse results in mistargeting by neurons of the dorsal telencephalon, abnormal itch-like behavior, and impaired differentiation of rod bipolar cells. In humans, the protein has been shown to interact with the phosphatase laforin and the ubiquitin ligase malin, which regulate glycogen construction in the cytoplasm. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]"
"LGI2","protein_coding","ENSG00000153012","Predicted to be involved in inhibitory synapse assembly. Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"SRP19","protein_coding","ENSG00000153037","Enables 7S RNA binding activity. Contributes to ribosome binding activity. Predicted to be involved in SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition. Located in nucleolus. Part of signal recognition particle, endoplasmic reticulum targeting. [provided by Alliance of Genome Resources, Apr 2022]"
"ING1","protein_coding","ENSG00000153487","This gene encodes a tumor suppressor protein that can induce cell growth arrest and apoptosis. The encoded protein is a nuclear protein that physically interacts with the tumor suppressor protein TP53 and is a component of the p53 signaling pathway. Reduced expression and rearrangement of this gene have been detected in various cancers. Multiple alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]"
"PTPRD","protein_coding","ENSG00000153707","The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, mitotic cycle, and oncogenic transformation. This PTP contains an extracellular region, a single transmembrane segment and two tandem intracytoplasmic catalytic domains, and thus represents a receptor-type PTP. The extracellular region of this protein is composed of three Ig-like and eight fibronectin type III-like domains. Studies of the similar genes in chicken and fly suggest the role of this PTP is in promoting neurite growth, and regulating neurons axon guidance. Multiple alternatively spliced transcript variants of this gene have been reported. A related pseudogene has been identified on chromosome 5. [provided by RefSeq, Jan 2010]"
"NUS1","protein_coding","ENSG00000153989","This gene encodes a type I single transmembrane domain receptor, which is a subunit of cis-prenyltransferase, and serves as a specific receptor for the neural and cardiovascular regulator Nogo-B. The encoded protein is essential for dolichol synthesis and protein glycosylation. This gene is highly expressed in non-small cell lung carcinomas as well as estrogen receptor-alpha positive breast cancer cells where it promotes epithelial mesenchymal transition. This gene is associated with the poor prognosis of human hepatocellular carcinoma patients. Naturally occurring mutations in this gene cause a congenital disorder of glycosylation and are associated with epilepsy. A knockout of the orthologous gene in mice causes embryonic lethality before day 6.5. Pseudogenes of this gene have been defined on chromosomes 13 and X. [provided by RefSeq, May 2017]"
"TBRG1","protein_coding","ENSG00000154144","Involved in several processes, including DNA replication; protein localization to nucleoplasm; and protein stabilization. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"RETREG1","protein_coding","ENSG00000154153","The protein encoded by this gene is a cis-Golgi transmembrane protein that may be necessary for the long-term survival of nociceptive and autonomic ganglion neurons. Mutations in this gene are a cause of hereditary sensory and autonomic neuropathy type IIB (HSAN IIB), and this gene may also play a role in susceptibility to vascular dementia. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2011]"
"CCSAP","protein_coding","ENSG00000154429","Enables microtubule binding activity. Involved in mitotic spindle microtubule depolymerization and regulation of mitotic spindle assembly. Located in axon; ciliary transition zone; and cytoskeleton. [provided by Alliance of Genome Resources, Apr 2022]"
"CXADR","protein_coding","ENSG00000154639","The protein encoded by this gene is a type I membrane receptor for group B coxsackieviruses and subgroup C adenoviruses. Several transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene are found on chromosomes 15, 18, and 21. [provided by RefSeq, May 2011]"
"AZIN1","protein_coding","ENSG00000155096","The protein encoded by this gene belongs to the antizyme inhibitor family, which plays a role in cell growth and proliferation by maintaining polyamine homeostasis within the cell. Antizyme inhibitors are homologs of ornithine decarboxylase (ODC, the key enzyme in polyamine biosynthesis) that have lost the ability to decarboxylase ornithine; however, retain the ability to bind to antizymes. Antizymes negatively regulate intracellular polyamine levels by binding to ODC and targeting it for degradation, as well as by inhibiting polyamine uptake. Antizyme inhibitors function as positive regulators of polyamine levels by sequestering antizymes and neutralizing their effect. This gene encodes antizyme inhibitor 1, the first member of this gene family that is ubiquitously expressed, and is localized in the nucleus and cytoplasm. Overexpression of antizyme inhibitor 1 gene has been associated with increased proliferation, cellular transformation and tumorigenesis. Gene knockout studies showed that homozygous mutant mice lacking functional antizyme inhibitor 1 gene died at birth with abnormal liver morphology. RNA editing of this gene, predominantly in the liver tissue, has been linked to the progression of hepatocellular carcinoma. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Sep 2014]"
"PIP4P2","protein_coding","ENSG00000155099","TMEM55A catalyzes the degradation of phosphatidylinositol 4,5-bisphosphate (PtdIns-4,5-P2) by removing the 4-phosphate (Ungewickell et al., 2005 [PubMed 16365287]).[supplied by OMIM, Mar 2008]"
"ZFYVE27","protein_coding","ENSG00000155256","This gene encodes a protein with several transmembrane domains, a Rab11-binding domain and a lipid-binding FYVE finger domain. The encoded protein appears to promote neurite formation. A mutation in this gene has been reported to be associated with hereditary spastic paraplegia, however the pathogenicity of the mutation, which may simply represent a polymorphism, is unclear. [provided by RefSeq, Mar 2010]"
"OXA1L","protein_coding","ENSG00000155463","This gene encodes an evolutionarily conserved protein that is localized to the inner mitochondrial membrane. The encoded protein is essential for the translocation of the N-terminal tail of subunit 2 of cytochrome c oxidase, and is involved in the assembly of the cytochrome c oxidase and ATPase complexes of the mitochondrial respiratory chain. [provided by RefSeq, Jul 2016]"
