"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"FERMT3","protein_coding","ENSG00000149781","Kindlins are a small family of proteins that mediate protein-protein interactions involved in integrin activation and thereby have a role in cell adhesion, migration, differentiation, and proliferation. The protein encoded by this gene has a key role in the regulation of hemostasis and thrombosis. This protein may also help maintain the membrane skeleton of erythrocytes. Mutations in this gene cause the autosomal recessive leukocyte adhesion deficiency syndrome-III (LAD-III). Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jan 2010]"
"ITGB1","protein_coding","ENSG00000150093","Integrins are heterodimeric proteins made up of alpha and beta subunits. At least 18 alpha and 8 beta subunits have been described in mammals. Integrin family members are membrane receptors involved in cell adhesion and recognition in a variety of processes including embryogenesis, hemostasis, tissue repair, immune response and metastatic diffusion of tumor cells. This gene encodes a beta subunit. Multiple alternatively spliced transcript variants which encode different protein isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"LATS2","protein_coding","ENSG00000150457","This gene encodes a serine/threonine protein kinase belonging to the LATS tumor suppressor family. The protein localizes to centrosomes during interphase, and early and late metaphase. It interacts with the centrosomal proteins aurora-A and ajuba and is required for accumulation of gamma-tubulin and spindle formation at the onset of mitosis. It also interacts with a negative regulator of p53 and may function in a positive feedback loop with p53 that responds to cytoskeleton damage. Additionally, it can function as a co-repressor of androgen-responsive gene expression. [provided by RefSeq, Jul 2008]"
"DLG5","protein_coding","ENSG00000151208","This gene encodes a member of the family of discs large (DLG) homologs, a subset of the membrane-associated guanylate kinase (MAGUK) superfamily. The MAGUK proteins are composed of a catalytically inactive guanylate kinase domain, in addition to PDZ and SH3 domains, and are thought to function as scaffolding molecules at sites of cell-cell contact. The protein encoded by this gene localizes to the plasma membrane and cytoplasm, and interacts with components of adherens junctions and the cytoskeleton. It is proposed to function in the transmission of extracellular signals to the cytoskeleton and in the maintenance of epithelial cell structure. Alternative splice variants have been described but their biological nature has not been determined. [provided by RefSeq, Jul 2008]"
"HSPB8","protein_coding","ENSG00000152137","The protein encoded by this gene belongs to the superfamily of small heat-shock proteins containing a conservative alpha-crystallin domain at the C-terminal part of the molecule. The expression of this gene in induced by estrogen in estrogen receptor-positive breast cancer cells, and this protein also functions as a chaperone in association with Bag3, a stimulator of macroautophagy. Thus, this gene appears to be involved in regulation of cell proliferation, apoptosis, and carcinogenesis, and mutations in this gene have been associated with different neuromuscular diseases, including Charcot-Marie-Tooth disease. [provided by RefSeq, Jul 2008]"
"TMEM123","protein_coding","ENSG00000152558","This gene encodes a highly glycosylated transmembrane protein with a high content of threonine and serine residues in its extracellular domain, similar to a broadly defined category of proteins termed mucins. Exposure of some cell types to anti-PORIMIN (pro-oncosis receptor inducing membrane injury) antibody, crosslinks this protein on the cell surface and induces a type of cell death termed oncosis. Oncosis is distinct from apoptosis and is characterized by a loss of cell membrane integrity without DNA fragmentation. This gene product is proposed to function as a cell surface receptor that mediates cell death. [provided by RefSeq, Jul 2008]"
"BMP6","protein_coding","ENSG00000153162","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer. This protein regulates a wide range of biological processes including iron homeostasis, fat and bone development, and ovulation. Differential expression of this gene may be associated with progression of breast and prostate cancer. Mutations in this gene may be associated with iron overload in human patients. [provided by RefSeq, Jul 2016]"
"RASSF3","protein_coding","ENSG00000153179","The RAS oncogene (MIM 190020) is mutated in nearly one-third of all human cancers. Members of the RAS superfamily are plasma membrane GTP-binding proteins that modulate intracellular signal transduction pathways. A subfamily of RAS effectors, including RASSF3, share a RAS association (RA) domain.[supplied by OMIM, Jul 2003]"
"CMTM7","protein_coding","ENSG00000153551","This gene belongs to the chemokine-like factor gene superfamily, a novel family that is similar to the chemokine and transmembrane 4 superfamilies. This gene is one of several chemokine-like factor genes located in a cluster on chromosome 3. This gene acts as a tumor suppressor that regulates G1/S transition in the cell cycle, and epidermal growth factor receptor/protein kinase B signaling during tumor pathogenesis. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Feb 2016]"
"C4orf19","protein_coding","ENSG00000154274","Located in cell junction and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"FGD5","protein_coding","ENSG00000154783","Predicted to enable guanyl-nucleotide exchange factor activity and small GTPase binding activity. Predicted to be involved in several processes, including filopodium assembly; regulation of GTPase activity; and regulation of cell shape. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"DBI","protein_coding","ENSG00000155368","This gene encodes diazepam binding inhibitor, a protein that is regulated by hormones and is involved in lipid metabolism and the displacement of beta-carbolines and benzodiazepines, which modulate signal transduction at type A gamma-aminobutyric acid receptors located in brain synapses. The protein is conserved from yeast to mammals, with the most highly conserved domain consisting of seven contiguous residues that constitute the hydrophobic binding site for medium- and long-chain acyl-Coenzyme A esters. Diazepam binding inhibitor is also known to mediate the feedback regulation of pancreatic secretion and the postprandial release of cholecystokinin, in addition to its role as a mediator in corticotropin-dependent adrenal steroidogenesis. Three pseudogenes located on chromosomes 6, 8 and 16 have been identified. Multiple transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008]"
"FZD7","protein_coding","ENSG00000155760"," Members of the 'frizzled' gene family encode 7-transmembrane domain proteins that are receptors for Wnt signaling proteins.  The FZD7 protein contains an N-terminal signal sequence, 10 cysteine residues typical of the cysteine-rich extracellular domain of Fz family members, 7 putative transmembrane domains, and an intracellular C-terminal tail with a PDZ domain-binding motif.  FZD7 gene expression may downregulate APC function and enhance beta-catenin-mediated signals in poorly differentiated human esophageal carcinomas. [provided by RefSeq, Jul 2008]"
"MMP14","protein_coding","ENSG00000157227","Proteins of the matrix metalloproteinase (MMP) family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. Most MMP's are secreted as inactive proproteins which are activated when cleaved by extracellular proteinases. However, the protein encoded by this gene is a member of the membrane-type MMP (MT-MMP) subfamily; each member of this subfamily contains a potential transmembrane domain suggesting that these proteins are expressed at the cell surface rather than secreted. This protein activates MMP2 protein, and this activity may be involved in tumor invasion. [provided by RefSeq, Jul 2008]"
"ARSL","protein_coding","ENSG00000157399","Arylsulfatase E is a member of the sulfatase family. It is glycosylated postranslationally and localized to the golgi apparatus. Sulfatases are essential for the correct composition of bone and cartilage matrix. X-linked chondrodysplasia punctata, a disease characterized by abnormalities in cartilage and bone development, has been linked to mutations in this gene. Alternative splicing results in multiple transcript variants. A pseudogene related to this gene is located on the Y chromosome. [provided by RefSeq, Sep 2013]"
"AFAP1L1","protein_coding","ENSG00000157510","Predicted to enable SH3 domain binding activity. Predicted to be located in cell junction; cell projection; and podosome. Predicted to be active in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"ERG","protein_coding","ENSG00000157554","This gene encodes a member of the erythroblast transformation-specific (ETS) family of transcriptions factors. All members of this family are key regulators of embryonic development, cell proliferation, differentiation, angiogenesis, inflammation, and apoptosis. The protein encoded by this gene is mainly expressed in the nucleus. It contains an ETS DNA-binding domain and a PNT (pointed) domain which is implicated in the self-association of chimeric oncoproteins. This protein is required for platelet adhesion to the subendothelium, inducing vascular cell remodeling. It also regulates hematopoesis, and the differentiation and maturation of megakaryocytic cells. This gene is involved in chromosomal translocations, resulting in different fusion gene products, such as TMPSSR2-ERG and NDRG1-ERG in prostate cancer, EWS-ERG in Ewing's sarcoma and FUS-ERG in acute myeloid leukemia. More than two dozens of transcript variants generated from combinatorial usage of three alternative promoters and multiple alternative splicing events have been reported, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Apr 2014]"
"WASF2","protein_coding","ENSG00000158195","This gene encodes a member of the Wiskott-Aldrich syndrome protein family. The gene product is a protein that forms a multiprotein complex that links receptor kinases and actin. Binding to actin occurs through a C-terminal verprolin homology domain in all family members. The multiprotein complex serves to tranduce signals that involve changes in cell shape, motility or function. The published map location (PMID:10381382) has been changed based on recent genomic sequence comparisons, which indicate that the expressed gene is located on chromosome 1, and a pseudogene may be located on chromosome X. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2011]"
"ITGA5","protein_coding","ENSG00000161638","The product of this gene belongs to the integrin alpha chain family. Integrins are heterodimeric integral membrane proteins composed of an alpha subunit and a beta subunit that function in cell surface adhesion and signaling. The encoded preproprotein is proteolytically processed to generate light and heavy chains that comprise the alpha 5 subunit. This subunit associates with the beta 1 subunit to form a fibronectin receptor. This integrin may promote tumor invasion, and higher expression of this gene may be correlated with shorter survival time in lung cancer patients. Note that the integrin alpha 5 and integrin alpha V subunits are encoded by distinct genes. [provided by RefSeq, Oct 2015]"
"CCDC78","protein_coding","ENSG00000162004","Involved in de novo centriole assembly involved in multi-ciliated epithelial cell differentiation and skeletal muscle contraction. Located in several cellular components, including centriole; deuterosome; and sarcolemma. Implicated in centronuclear myopathy 4. [provided by Alliance of Genome Resources, Apr 2022]"
"TAL1","protein_coding","ENSG00000162367","Enables several functions, including DNA-binding transcription factor activity; E-box binding activity; and histone deacetylase binding activity. Involved in several processes, including myeloid cell differentiation; positive regulation of cellular component organization; and positive regulation of erythrocyte differentiation. Located in chromatin and nucleoplasm. Part of transcription regulator complex. Implicated in acute lymphoblastic leukemia. [provided by Alliance of Genome Resources, Apr 2022]"
"DDR2","protein_coding","ENSG00000162733","This gene encodes a member of the discoidin domain receptor subclass of the receptor tyrosine kinase (RTKs) protein family. RTKs play a key role in the communication of cells with their microenvironment. The encoded protein is a collagen-induced receptor that activates signal transduction pathways involved in cell adhesion, proliferation, and extracellular matrix remodeling. This protein is expressed in numerous cell types and may alos be involved in wound repair and regulate tumor growth and invasiveness. Mutations in this gene are the cause of short limb-hand type spondylometaepiphyseal dysplasia. [provided by RefSeq, Aug 2017]"
"MAPKAPK2","protein_coding","ENSG00000162889","This gene encodes a member of the Ser/Thr protein kinase family. This kinase is regulated through direct phosphorylation by p38 MAP kinase. In conjunction with p38 MAP kinase, this kinase is known to be involved in many cellular processes including stress and inflammatory responses, nuclear export, gene expression regulation and cell proliferation. Heat shock protein HSP27 was shown to be one of the substrates of this kinase in vivo. Two transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"TGFBR2","protein_coding","ENSG00000163513","The protein encoded by this gene is a transmembrane protein that has a protein kinase domain, forms a heterodimeric complex with TGF-beta receptor type-1, and binds TGF-beta. This receptor/ligand complex phosphorylates proteins, which then enter the nucleus and regulate the transcription of genes related to cell proliferation, cell cycle arrest, wound healing, immunosuppression, and tumorigenesis. Mutations in this gene have been associated with Marfan Syndrome, Loeys-Deitz Aortic Aneurysm Syndrome, and the development of various types of tumors. Alternatively spliced transcript variants encoding different isoforms have been characterized. [provided by RefSeq, Aug 2017]"
"DTX3L","protein_coding","ENSG00000163840","Enables several functions, including STAT family protein binding activity; ubiquitin-like protein ligase binding activity; and ubiquitin-protein transferase activity. Involved in several processes, including positive regulation of macromolecule metabolic process; positive regulation of protein localization; and protein ubiquitination. Located in cytosol; lysosome; and nucleoplasm. Part of protein-containing complex. Colocalizes with early endosome and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"KLF15","protein_coding","ENSG00000163884","Enables DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in negative regulation of peptidyl-lysine acetylation and positive regulation of transcription by RNA polymerase II. Located in nuclear speck. [provided by Alliance of Genome Resources, Apr 2022]"
"SHROOM1","protein_coding","ENSG00000164403","SHROOM family members play diverse roles in the development of the nervous system and other tissues (Hagens et al., 2006 [PubMed 16615870]).[supplied by OMIM, Mar 2008]"
"MICALL2","protein_coding","ENSG00000164877","Enables filamin binding activity. Involved in positive regulation of protein targeting to mitochondrion. Predicted to be located in several cellular components, including bicellular tight junction; neuron projection; and recycling endosome. Predicted to colocalize with stress fiber. [provided by Alliance of Genome Resources, Apr 2022]"
"ALDH7A1","protein_coding","ENSG00000164904","The protein encoded by this gene is a member of subfamily 7 in the aldehyde dehydrogenase gene family. These enzymes are thought to play a major role in the detoxification of aldehydes generated by alcohol metabolism and lipid peroxidation. This particular member has homology to a previously described protein from the green garden pea, the 26g pea turgor protein. It is also involved in lysine catabolism that is known to occur in the mitochondrial matrix. Recent reports show that this protein is found both in the cytosol and the mitochondria, and the two forms likely arise from the use of alternative translation initiation sites. An additional variant encoding a different isoform has also been found for this gene. Mutations in this gene are associated with pyridoxine-dependent epilepsy. Several related pseudogenes have also been identified. [provided by RefSeq, Jan 2011]"
"HEPACAM","protein_coding","ENSG00000165478","The protein encoded by this gene is a single-pass type I membrane protein that localizes to the cytoplasmic side of the cell membrane. The encoded protein acts as a homodimer and is involved in cell motility and cell-matrix interactions. The expression of this gene is downregulated or undetectable in many cancer cell lines, so this may be a tumor suppressor gene. [provided by RefSeq, Jul 2011]"
"CASP7","protein_coding","ENSG00000165806","This gene encodes a member of the cysteine-aspartic acid protease (caspase) family. Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis. Caspases exist as inactive proenzymes which undergo proteolytic processing at conserved aspartic residues to produce two subunits, large and small, that dimerize to form the active enzyme. The precursor of the encoded protein is cleaved by caspase 3 and 10, is activated upon cell death stimuli and induces apoptosis. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]"
"IKBIP","protein_coding","ENSG00000166130","Predicted to be involved in response to X-ray. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Apr 2022]"
"A2ML1","protein_coding","ENSG00000166535","This gene encodes a member of the alpha-macroglobulin superfamily. The encoded protein is thought to be an N-glycosylated monomeric protein that acts as an inhibitor of several proteases. It has been shown to form covalent interactions with proteases, and has been reported as the p170 antigen recognized by autoantibodies in the autoimmune disease paraneoplastic pemphigus (PNP; PMID:20805888). Mutations in these gene have also been associated with some cases of Noonan syndrome (NS; PMID:24939586) as well as some cases of otitis media (PMID:26121085). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2015]"
"KIF7","protein_coding","ENSG00000166813","This gene encodes a cilia-associated protein belonging to the kinesin family. This protein plays a role in the sonic hedgehog (SHH) signaling pathway through the regulation of GLI transcription factors. It functions as a negative regulator of the SHH pathway by preventing inappropriate activation of GLI2 in the absence of ligand, and as a positive regulator by preventing the processing of GLI3 into its repressor form. Mutations in this gene have been associated with various ciliopathies. [provided by RefSeq, Oct 2011]"
"SERTAD3","protein_coding","ENSG00000167565","The protein encoded by this gene was identified in a yeast two-hybrid assay employing the second subunit of human replication protein A as bait. It is localized to the nucleus and its expression is significantly higher in cancer cell lines compared to normal cell lines. This protein has also been shown to be a strong transcriptional co-activator. Alternative splicing has been observed at this locus and two variants, both encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]"
"TRPV3","protein_coding","ENSG00000167723","This gene product belongs to a family of nonselective cation channels that function in a variety of processes, including temperature sensation and vasoregulation. The thermosensitive members of this family are expressed in subsets of sensory neurons that terminate in the skin, and are activated at distinct physiological temperatures. This channel is activated at temperatures between 22 and 40 degrees C. This gene lies in close proximity to another family member gene on chromosome 17, and the two encoded proteins are thought to associate with each other to form heteromeric channels. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2012]"
"TMC8","protein_coding","ENSG00000167895","Epidermodysplasia verruciformis (EV) is an autosomal recessive dermatosis characterized by abnormal susceptibility to human papillomaviruses (HPVs) and a high rate of progression to squamous cell carcinoma on sun-exposed skin. EV is caused by mutations in either of two adjacent genes located on chromosome 17q25.3. Both of these genes encode integral membrane proteins that localize to the endoplasmic reticulum and are predicted to form transmembrane channels. This gene encodes a transmembrane channel-like protein with 8 predicted transmembrane domains and 3 leucine zipper motifs. [provided by RefSeq, Jul 2008]"
"RAB3IL1","protein_coding","ENSG00000167994","This gene encodes a guanine nucleotide exchange factor for the ras-related protein Rab3A. The encoded protein binds Rab3a and the inositol hexakisphosphate kinase InsP6K1. Alternative splicing results in multiple transcript variants. A related pseudogene has been identified on chromosome 7. [provided by RefSeq, Nov 2012]"
"MLKL","protein_coding","ENSG00000168404","This gene belongs to the protein kinase superfamily. The encoded protein contains a protein kinase-like domain; however, is thought to be inactive because it lacks several residues required for activity. This protein plays a critical role in tumor necrosis factor (TNF)-induced necroptosis, a programmed cell death process, via interaction with receptor-interacting protein 3 (RIP3), which is a key signaling molecule in necroptosis pathway. Inhibitor studies and knockdown of this gene inhibited TNF-induced necrosis. High levels of this protein and RIP3 are associated with inflammatory bowel disease in children. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Sep 2015]"
"BMP1","protein_coding","ENSG00000168487","This gene encodes a protein that is capable of inducing formation of cartilage in vivo. Although other bone morphogenetic proteins are members of the TGF-beta superfamily, this gene encodes a protein that is not closely related to other known growth factors. This gene is expressed as alternatively spliced variants that share an N-terminal protease domain but differ in their C-terminal region. [provided by RefSeq, Aug 2008]"
"ATOH8","protein_coding","ENSG00000168874","Enables DNA-binding transcription factor activity and E-box binding activity. Involved in several processes, including SMAD protein signal transduction; positive regulation of endothelial cell differentiation; and regulation of gene expression. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"TNIP2","protein_coding","ENSG00000168884","This gene encodes a protein which acts as an inhibitor of NFkappaB activation. The encoded protein is also involved in MAP/ERK signaling pathway in specific cell types. It may be involved in apoptosis of endothelial cells. Alternative splicing results in multiple transcript variants. A pseudogene related to this gene is located on the X chromosome.[provided by RefSeq, May 2014]"
"VAMP5","protein_coding","ENSG00000168899","Synaptobrevins/VAMPs, syntaxins, and the 25-kD synaptosomal-associated protein are the main components of a protein complex involved in the docking and/or fusion of vesicles and cell membranes. The VAMP5 gene is a member of the vesicle-associated membrane protein (VAMP)/synaptobrevin family and the SNARE superfamily. This VAMP family member may participate in vesicle trafficking events that are associated with myogenesis. [provided by RefSeq, Jul 2008]"
"PXDC1","protein_coding","ENSG00000168994","Predicted to enable phosphatidylinositol binding activity. [provided by Alliance of Genome Resources, Apr 2022]"
"SDC2","protein_coding","ENSG00000169439","The protein encoded by this gene is a transmembrane (type I) heparan sulfate proteoglycan and is a member of the syndecan proteoglycan family. The syndecans mediate cell binding, cell signaling, and cytoskeletal organization and syndecan receptors are required for internalization of the HIV-1 tat protein. The syndecan-2 protein functions as an integral membrane protein and participates in cell proliferation, cell migration and cell-matrix interactions via its receptor for extracellular matrix proteins. Altered syndecan-2 expression has been detected in several different tumor types. [provided by RefSeq, Jul 2008]"
"PFKFB3","protein_coding","ENSG00000170525","The protein encoded by this gene belongs to a family of bifunctional proteins that are involved in both the synthesis and degradation of fructose-2,6-bisphosphate, a regulatory molecule that controls glycolysis in eukaryotes. The encoded protein has a 6-phosphofructo-2-kinase activity that catalyzes the synthesis of fructose-2,6-bisphosphate (F2,6BP), and a fructose-2,6-biphosphatase activity that catalyzes the degradation of F2,6BP. This protein is required for cell cycle progression and prevention of apoptosis. It functions as a regulator of cyclin-dependent kinase 1, linking glucose metabolism to cell proliferation and survival in tumor cells. Several alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2016]"
"GIMAP8","protein_coding","ENSG00000171115","This gene encodes a protein belonging to the GTP-binding superfamily and to the immuno-associated nucleotide (IAN) subfamily of nucleotide-binding proteins. In humans, the IAN subfamily genes are located in a cluster at 7q36.1. [provided by RefSeq, Jul 2008]"
"GATM","protein_coding","ENSG00000171766","This gene encodes a mitochondrial enzyme that belongs to the amidinotransferase family. This enzyme is involved in creatine biosynthesis, whereby it catalyzes the transfer of a guanido group from L-arginine to glycine, resulting in guanidinoacetic acid, the immediate precursor of creatine. Mutations in this gene cause arginine:glycine amidinotransferase deficiency, an inborn error of creatine synthesis characterized by cognitive disability, language impairment, and behavioral disorders. [provided by RefSeq, Jul 2008]"
"SLFN12","protein_coding","ENSG00000172123","Predicted to act upstream of or within negative regulation of cell population proliferation. [provided by Alliance of Genome Resources, Apr 2022]"
"SNX33","protein_coding","ENSG00000173548","The protein encoded by this gene is involved in cytoskeletal reorganization, vesicle trafficking, endocytosis, and mitosis. The encoded protein is essential for the creation of the cleavage furrow during mitosis and for completion of mitosis. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2015]"
"MARCHF3","protein_coding","ENSG00000173926","This gene encodes a member of the membrane-associated RING-CH (MARCH) family. The encoded protein is an E3 ubiquitin-protein ligase that may be involved in regulation of the endosomal transport pathway. [provided by RefSeq, Mar 2013]"
"GNG5","protein_coding","ENSG00000174021","G proteins are trimeric (alpha-beta-gamma) membrane-associated proteins that regulate flow of information from cell surface receptors to a variety of internal metabolic effectors. Interaction of a G protein with its activated receptor promotes exchange of GTP for GDP that is bound to the alpha subunit. The alpha-GTP complex dissociates from the beta-gamma heterodimer so that the subunits, in turn, may interact with and regulate effector molecules (Gilman, 1987 [PubMed 3113327]; summary by Ahmad et al., 1995) [PubMed 7606925].[supplied by OMIM, Nov 2010]"
"ETV4","protein_coding","ENSG00000175832","Enables DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in positive regulation of keratinocyte differentiation and positive regulation of transcription by RNA polymerase II. Located in chromosome and nucleolus. [provided by Alliance of Genome Resources, Apr 2022]"
"LINC01561","lncRNA","ENSG00000177234",""
"PAWR","protein_coding","ENSG00000177425","This gene encodes a tumor suppressor protein that selectively induces apoptosis in cancer cells through intracellular and extracellular mechanisms. The intracellular mechanism involves the inhibition of pro-survival pathways and the activation of Fas-mediated apoptosis, while the extracellular mechanism involves the binding of a secreted form of this protein to glucose regulated protein 78 (GRP78) on the cell surface, which leads to activation of the extrinsic apoptotic pathway. This gene is located on the unstable human chromosomal 12q21 region and is often deleted or mutated different tumors. The encoded protein also plays an important role in the progression of age-related diseases. [provided by RefSeq, Aug 2017]"
"LDLRAD3","protein_coding","ENSG00000179241","Predicted to enable amyloid-beta binding activity. Predicted to act upstream of or within receptor-mediated endocytosis and regulation of protein processing. Predicted to be located in membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"SOX2","protein_coding","ENSG00000181449","This intronless gene encodes a member of the SRY-related HMG-box (SOX) family of transcription factors involved in the regulation of embryonic development and in the determination of cell fate. The product of this gene is required for stem-cell maintenance in the central nervous system, and also regulates gene expression in the stomach. Mutations in this gene have been associated with optic nerve hypoplasia and with syndromic microphthalmia, a severe form of structural eye malformation. This gene lies within an intron of another gene called SOX2 overlapping transcript (SOX2OT). [provided by RefSeq, Jul 2008]"
"RELL1","protein_coding","ENSG00000181826","Involved in positive regulation of p38MAPK cascade. Located in microtubule cytoskeleton and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"FAM89A","protein_coding","ENSG00000182118",""
"BACE2","protein_coding","ENSG00000182240","This gene encodes an integral membrane glycoprotein that functions as an aspartic protease. The encoded protein cleaves amyloid precursor protein into amyloid beta peptide, which is a critical step in the etiology of Alzheimer's disease and Down syndrome. The protein precursor is further processed into an active mature peptide. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
"SPACA6","protein_coding","ENSG00000182310","Predicted to be involved in fusion of sperm to egg plasma membrane involved in single fertilization. Predicted to be located in acrosomal vesicle. [provided by Alliance of Genome Resources, Apr 2022]"
"FES","protein_coding","ENSG00000182511","This gene encodes the human cellular counterpart of a feline sarcoma retrovirus protein with transforming capabilities. The gene product has tyrosine-specific protein kinase activity and that activity is required for maintenance of cellular transformation. Its chromosomal location has linked it to a specific translocation event identified in patients with acute promyelocytic leukemia but it is also involved in normal hematopoiesis as well as growth factor and cytokine receptor signaling. Alternative splicing results in multiple variants encoding different isoforms.[provided by RefSeq, Jan 2009]"
"PTTG1IP","protein_coding","ENSG00000183255","This gene encodes a single-pass type I integral membrane protein, which binds to pituitary tumor-transforming 1 protein (PTTG1), and facilitates translocation of PTTG1 into the nucleus. Coexpression of this protein and PTTG1 induces transcriptional activation of basic fibroblast growth factor. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Nov 2013]"
"PRKX","protein_coding","ENSG00000183943","This gene encodes a serine threonine protein kinase that has similarity to the catalytic subunit of cyclic AMP dependent protein kinases. The encoded protein is developmentally regulated and may be involved in renal epithelial morphogenesis. This protein may also be involved in macrophage and granulocyte maturation. Abnormal recombination between this gene and a related pseudogene on chromosome Y is a frequent cause of sex reversal disorder in XX males and XY females. Pseudogenes of this gene are found on chromosomes X, 15 and Y. [provided by RefSeq, Feb 2010]"
"CSF1","protein_coding","ENSG00000184371","The protein encoded by this gene is a cytokine that controls the production, differentiation, and function of macrophages. The active form of the protein is found extracellularly as a disulfide-linked homodimer, and is thought to be produced by proteolytic cleavage of membrane-bound precursors. The encoded protein may be involved in development of the placenta. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2011]"
"IRF7","protein_coding","ENSG00000185507","This gene encodes interferon regulatory factor 7, a member of the interferon regulatory transcription factor (IRF) family. It has been shown to play a role in the transcriptional activation of virus-inducible cellular genes, including interferon beta chain genes. Inducible expression of IRF7 is largely restricted to lymphoid tissue. The encoded protein plays an important role in the innate immune response against DNA and RNA viruses. [provided by RefSeq, Jul 2021]"
"ZFP36L1","protein_coding","ENSG00000185650","This gene is a member of the TIS11 family of early response genes, which are induced by various agonists such as the phorbol ester TPA and the polypeptide mitogen EGF. This gene is well conserved across species and has a promoter that contains motifs seen in other early-response genes. The encoded protein contains a distinguishing putative zinc finger domain with a repeating cys-his motif. This putative nuclear transcription factor most likely functions in regulating the response to growth factors. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]"
"EIF4EBP1","protein_coding","ENSG00000187840","This gene encodes one member of a family of translation repressor proteins. The protein directly interacts with eukaryotic translation initiation factor 4E (eIF4E), which is a limiting component of the multisubunit complex that recruits 40S ribosomal subunits to the 5' end of mRNAs. Interaction of this protein with eIF4E inhibits complex assembly and represses translation. This protein is phosphorylated in response to various signals including UV irradiation and insulin signaling, resulting in its dissociation from eIF4E and activation of mRNA translation. [provided by RefSeq, Jul 2008]"
"S100A16","protein_coding","ENSG00000188643","Enables calcium ion binding activity and protein homodimerization activity. Predicted to act upstream of or within response to calcium ion. Located in several cellular components, including cytosol; extracellular space; and nucleolus. [provided by Alliance of Genome Resources, Apr 2022]"
"AKR1C3","protein_coding","ENSG00000196139","This gene encodes a member of the aldo/keto reductase superfamily, which consists of more than 40 known enzymes and proteins. These enzymes catalyze the conversion of aldehydes and ketones to their corresponding alcohols by utilizing NADH and/or NADPH as cofactors. The enzymes display overlapping but distinct substrate specificity. This enzyme catalyzes the reduction of prostaglandin (PG) D2, PGH2 and phenanthrenequinone (PQ), and the oxidation of 9alpha,11beta-PGF2 to PGD2. It may play an important role in the pathogenesis of allergic diseases such as asthma, and may also have a role in controlling cell growth and/or differentiation. This gene shares high sequence identity with three other gene members and is clustered with those three genes at chromosome 10p15-p14. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]"
"GIMAP5","protein_coding","ENSG00000196329","This gene encodes a protein belonging to the GTP-binding superfamily and to the immuno-associated nucleotide (IAN) subfamily of nucleotide-binding proteins. In humans, the IAN subfamily genes are located in a cluster at 7q36.1. This gene encodes an antiapoptotic protein that functions in T-cell survival. Polymorphisms in this gene are associated with systemic lupus erythematosus. Read-through transcription exists between this gene and the neighboring upstream GIMAP1 (GTPase, IMAP family member 1) gene. [provided by RefSeq, Dec 2010]"
"SRGAP1","protein_coding","ENSG00000196935","The protein encoded by this gene is a GTPase activator, working with the GTPase CDC42 to negatively regulate neuronal migration. The encoded protein interacts with the transmembrane receptor ROBO1 to inactivate CDC42. [provided by RefSeq, Sep 2016]"
