"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"UPF2","protein_coding","ENSG00000151461","This gene encodes a protein that is part of a post-splicing multiprotein complex involved in both mRNA nuclear export and mRNA surveillance. mRNA surveillance detects exported mRNAs with truncated open reading frames and initiates nonsense-mediated mRNA decay (NMD). When translation ends upstream from the last exon-exon junction, this triggers NMD to degrade mRNAs containing premature stop codons. This protein is located in the perinuclear area. It interacts with translation release factors and the proteins that are functional homologs of yeast Upf1p and Upf3p. Two splice variants have been found for this gene; both variants encode the same protein. [provided by RefSeq, Jul 2008]"
"NCAPD3","protein_coding","ENSG00000151503","Condensin complexes I and II play essential roles in mitotic chromosome assembly and segregation. Both condensins contain 2 invariant structural maintenance of chromosome (SMC) subunits, SMC2 (MIM 605576) and SMC4 (MIM 605575), but they contain different sets of non-SMC subunits. NCAPD3 is 1 of 3 non-SMC subunits that define condensin II (Ono et al., 2003 [PubMed 14532007]).[supplied by OMIM, Mar 2008]"
"ANO4","protein_coding","ENSG00000151572","Enables intracellular calcium activated chloride channel activity. Involved in chloride transport. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"QTRT2","protein_coding","ENSG00000151576","This gene encodes a subunit of tRNA-guanine transglycosylase. tRNA-guanine transglycosylase is a heterodimeric enzyme complex that plays a critical role in tRNA modification by synthesizing the 7-deazaguanosine queuosine, which is found in tRNAs that code for asparagine, aspartic acid, histidine, and tyrosine. The encoded protein may play a role in the queuosine 5'-monophosphate salvage pathway. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Feb 2012]"
"KIN","protein_coding","ENSG00000151657","The protein encoded by this gene is a nuclear protein that forms intranuclear foci during proliferation and is redistributed in the nucleoplasm during the cell cycle. Short-wave ultraviolet light provokes the relocalization of the protein, suggesting its participation in the cellular response to DNA damage. Originally selected based on protein-binding with RecA antibodies, the mouse protein presents a limited similarity with a functional domain of the bacterial RecA protein, a characteristic shared by this human ortholog. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jan 2012]"
"ANKAR","protein_coding","ENSG00000151687","Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"INPP1","protein_coding","ENSG00000151689","This gene encodes the enzyme inositol polyphosphate-1-phosphatase, one of the enzymes involved in phosphatidylinositol signaling pathways. This enzyme removes the phosphate group at position 1 of the inositol ring from the polyphosphates inositol 1,4-bisphosphate and inositol 1,3,4-trisphophosphate. [provided by RefSeq, Jul 2008]"
"ADAM17","protein_coding","ENSG00000151694","This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family. Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins, and have been implicated in a variety of biologic processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. The encoded preproprotein is proteolytically processed to generate the mature protease. The encoded protease functions in the ectodomain shedding of tumor necrosis factor-alpha, in which soluble tumor necrosis factor-alpha is released from the membrane-bound precursor. This protease also functions in the processing of numerous other substrates, including cell adhesion proteins, cytokine and growth factor receptors and epidermal growth factor (EGF) receptor ligands, and plays a prominent role in the activation of the Notch signaling pathway. Elevated expression of this gene has been observed in specific cell types derived from psoriasis, rheumatoid arthritis, multiple sclerosis and Crohn's disease patients, suggesting that the encoded protein may play a role in autoimmune disease. Additionally, this protease may play a role in viral infection through its cleavage of ACE2, the cellular receptor for SARS-CoV and SARS-CoV-2. [provided by RefSeq, Aug 2020]"
"DST","protein_coding","ENSG00000151914","This gene encodes a member of the plakin protein family of adhesion junction plaque proteins. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene, but the full-length nature of some variants has not been defined. It has been reported that some isoforms are expressed in neural and muscle tissue, anchoring neural intermediate filaments to the actin cytoskeleton, and some isoforms are expressed in epithelial tissue, anchoring keratin-containing intermediate filaments to hemidesmosomes. Consistent with the expression, mice defective for this gene show skin blistering and neurodegeneration. [provided by RefSeq, Mar 2010]"
"TIAL1","protein_coding","ENSG00000151923","The protein encoded by this gene is a member of a family of RNA-binding proteins, has three RNA recognition motifs (RRMs), and binds adenine and uridine-rich elements in mRNA and pre-mRNAs of a wide range of genes. It regulates various activities including translational control, splicing and apoptosis. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. The different isoforms have been show to function differently with respect to post-transcriptional silencing. [provided by RefSeq, Jul 2008]"
"POC5","protein_coding","ENSG00000152359","Predicted to enable identical protein binding activity. Located in centrosome; cytosol; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"CWF19L2","protein_coding","ENSG00000152404","Predicted to be involved in mRNA splicing, via spliceosome. Predicted to be part of post-mRNA release spliceosomal complex. [provided by Alliance of Genome Resources, Apr 2022]"
"SAR1B","protein_coding","ENSG00000152700","The protein encoded by this gene is a small GTPase that acts as a homodimer. The encoded protein is activated by the guanine nucleotide exchange factor PREB and is involved in protein transport from the endoplasmic reticulum to the Golgi. This protein is part of the COPII coat complex. Defects in this gene are a cause of chylomicron retention disease (CMRD), also known as Anderson disease (ANDD). Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Mar 2010]"
"HNRNPU","protein_coding","ENSG00000153187","This gene encodes a member of a family of proteins that bind nucleic acids and function in the formation of ribonucleoprotein complexes in the nucleus with heterogeneous nuclear RNA (hnRNA). The encoded protein has affinity for both RNA and DNA, and binds scaffold-attached region (SAR) DNA. Mutations in this gene have been associated with epileptic encephalopathy, early infantile, 54. A pseudogene of this gene has been identified on chromosome 14. [provided by RefSeq, Jun 2017]"
"SREK1","protein_coding","ENSG00000153914","This gene encodes a member of a family of serine/arginine-rich (SR) splicing proteins containing RNA recognition motif (RRM) domains. The encoded protein interacts with other SR proteins to modulate splice site selection. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jul 2012]"
"CHD1","protein_coding","ENSG00000153922","The CHD family of proteins is characterized by the presence of chromo (chromatin organization modifier) domains and SNF2-related helicase/ATPase domains.  CHD genes alter gene expression possibly by modification of chromatin structure thus altering access of the transcriptional apparatus to its chromosomal DNA template. [provided by RefSeq, Jul 2008]"
"OTULIN","protein_coding","ENSG00000154124","This gene encodes a member of the peptidase C65 family of ubiquitin isopeptidases. Members of this family remove ubiquitin from proteins. The encoded enzyme specifically recognizes and removes M1(Met1)-linked, or linear, ubiquitin chains from protein substrates. Linear ubiquitin chains are known to regulate the NF-kappa B signaling pathway in the context of immunity and inflammation. Mutations in this gene cause a potentially fatal autoinflammatory syndrome in human patients. [provided by RefSeq, Sep 2016]"
"GABPA","protein_coding","ENSG00000154727","This gene encodes one of three GA-binding protein transcription factor subunits which functions as a DNA-binding subunit. Since this subunit shares identity with a subunit encoding the nuclear respiratory factor 2 gene, it is likely involved in activation of cytochrome oxidase expression and nuclear control of mitochondrial function. This subunit also shares identity with a subunit constituting the transcription factor E4TF1, responsible for expression of the adenovirus E4 gene. Because of its chromosomal localization and ability to form heterodimers with other polypeptides, this gene may play a role in the Down Syndrome phenotype. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Oct 2010]"
"XPC","protein_coding","ENSG00000154767","The protein encoded by this gene is a key component of the XPC complex, which plays an important role in the early steps of global genome nucleotide excision repair (NER). The encoded protein is important for damage sensing and DNA binding, and shows a preference for single-stranded DNA. Mutations in this gene or some other NER components can result in Xeroderma pigmentosum, a rare autosomal recessive disorder characterized by increased sensitivity to sunlight with the development of carcinomas at an early age. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Aug 2017]"
"CCDC174","protein_coding","ENSG00000154781","The protein encoded by this gene is found in the nucleus, where it interacts with eukaryotic translation initiation factor 4A, isoform 3. The encoded protein appears to be a part of the exon junction complex, which is involved in RNA processing, translation, and nonsense-mediated mRNA decay. A mutation in this gene has been associated with infantile hypotonia with psychomotor retardation. [provided by RefSeq, Mar 2016]"
"PPP4R1","protein_coding","ENSG00000154845","This gene encodes one of several alternate regulatory subunits of serine/threonine protein phosphatase 4 (PP4). The protein features multiple HEAT repeats. This protein forms a complex with PP4RC. This complex may have a distinct role from other PP4 complexes, including regulation of HDAC3 (Zhang et al., PMID: 15805470). There is also a transcribed pseudogene on chromosome 20. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2012]"
"CDK19","protein_coding","ENSG00000155111","This gene encodes a protein that is one of the components of the Mediator co-activator complex. The Mediator complex is a multi-protein complex required for transcriptional activation by DNA binding transcription factors of genes transcribed by RNA polymerase II. The protein encoded by this gene is similar to cyclin-dependent kinase 8 which can also be a component of the Mediator complex. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2014]"
"CNOT8","protein_coding","ENSG00000155508","Enables poly(A)-specific ribonuclease activity. Involved in exonucleolytic catabolism of deadenylated mRNA and positive regulation of cell population proliferation. Located in nucleus. Part of CCR4-NOT complex. [provided by Alliance of Genome Resources, Apr 2022]"
"SETD9","protein_coding","ENSG00000155542","Predicted to enable lysine N-methyltransferase activity. Predicted to be involved in regulation of signal transduction by p53 class mediator. Predicted to be located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"MIER3","protein_coding","ENSG00000155545","Predicted to enable histone deacetylase binding activity and transcription corepressor activity. Predicted to be involved in negative regulation of transcription by RNA polymerase II. Located in nucleoplasm. Part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]"
"C9orf85","protein_coding","ENSG00000155621",""
"KCTD18","protein_coding","ENSG00000155729","Predicted to be involved in protein homooligomerization. [provided by Alliance of Genome Resources, Apr 2022]"
"DEPTOR","protein_coding","ENSG00000155792","Involved in several processes, including negative regulation of TOR signaling; negative regulation of cell size; and negative regulation of protein kinase activity. [provided by Alliance of Genome Resources, Apr 2022]"
"TMBIM4","protein_coding","ENSG00000155957","Involved in negative regulation of apoptotic process and regulation of calcium-mediated signaling. Located in Golgi stack. [provided by Alliance of Genome Resources, Apr 2022]"
"CFAP418","protein_coding","ENSG00000156172","This gene encodes a ubiquitously expressed protein of unknown function. It has high levels of mRNA expression in the brain, heart, and retina and the protein co-localizes with polyglutamylated tubulin at the base of the primary cilium in human retinal pigment epithelial cells. Mutations in this gene have been associated with autosomal recessive cone-rod dystrophy (arCRD) and retinitis pigmentosa (arRP). [provided by RefSeq, Mar 2012]"
"USP16","protein_coding","ENSG00000156256","This gene encodes a deubiquitinating enzyme that is phosphorylated at the onset of mitosis and then dephosphorylated at the metaphase/anaphase transition. It can deubiquitinate H2A, one of two major ubiquitinated proteins of chromatin, in vitro and a mutant form of the protein was shown to block cell division. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]"
"SCAF4","protein_coding","ENSG00000156304","This gene likely encodes a member of the arginine/serine-rich splicing factor family. A similar protein in Rat appears to bind the large subunit of RNA polymerase II and provide a link between transcription and pre-mRNA splicing. Alternatively spliced transcript variants have been described. [provided by RefSeq, Feb 2009]"
"UTP14A","protein_coding","ENSG00000156697","This gene encodes a member of the uridine triphosphate 14 family. As an essential component of a large ribonucleoprotein complex bound to the U3 small nucleolar RNA, the encoded protein is involved in ribosome biogenesis and 18S rRNA synthesis. An autosomal retrotransposed copy of this X-linked gene exists on chromosome 13. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Oct 2009]"
"NSMCE2","protein_coding","ENSG00000156831","This gene encodes a member of a family of E3 small ubiquitin-related modifier (SUMO) ligases that mediates the attachment of a SUMO protein to proteins involved in nuclear transport, transcription, chromosome segregation and DNA repair. The encoded protein is part of the structural maintenance of chromosomes (SMC) 5/6 complex which plays a key role genome maintenance, facilitating chromosome segregation and suppressing mitotic recombination. A knockout of the orthologous mouse gene is lethal prior to embryonic day 10.5. Naturally occurring mutations in this gene, that abolish the SUMO ligase activity, are associated with primordial dwarfism and extreme insulin resistance. [provided by RefSeq, Mar 2017]"
"SASS6","protein_coding","ENSG00000156876","The protein encoded by this gene is a central component of centrioles and is necessary for their duplication and function. Centrioles adopt a cartwheel-shaped structure, with the encoded protein forming the hub and spokes inside a microtubule cylinder. Defects in this gene are a cause of autosomal recessive primary microcephaly. [provided by RefSeq, Oct 2016]"
"FCHO2","protein_coding","ENSG00000157107","Enables identical protein binding activity. Involved in clathrin coat assembly and clathrin-dependent endocytosis. Located in clathrin-coated pit and clathrin-coated vesicle. [provided by Alliance of Genome Resources, Apr 2022]"
"RNF111","protein_coding","ENSG00000157450","The protein encoded by this gene is a nuclear RING-domain containing E3 ubiquitin ligase. This protein interacts with the transforming growth factor (TGF) -beta/NODAL signaling pathway by promoting the ubiquitination and proteosomal degradation of negative regulators, like SMAD proteins, and thereby enhances TGF-beta target-gene transcription. As a modulator of the nodal signaling cascade, this gene plays a critical role in the induction of mesoderm during embryonic development. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2012]"
"MYO1E","protein_coding","ENSG00000157483","This gene encodes a member of the nonmuscle class I myosins which are a subgroup of the unconventional myosin protein family. The unconventional myosin proteins function as actin-based molecular motors. Class I myosins are characterized by a head (motor) domain, a regulatory domain and a either a short or long tail domain. Among the class I myosins, this protein is distinguished by a long tail domain that is involved in crosslinking actin filaments. This protein localizes to the cytoplasm and may be involved in intracellular movement and membrane trafficking. Mutations in this gene are the cause of focal segmental glomerulosclerosis-6. This gene has been referred to as myosin IC in the literature but is distinct from the myosin IC gene located on chromosome 17. [provided by RefSeq, Jan 2012]"
"VPS26C","protein_coding","ENSG00000157538","The region of chromosome 21 between genes CBR and ERG (CBR-ERG region), which spans 2.5 Mb on 21q22.2, has been defined by analysis of patients with partial trisomy 21. It contributes significantly to the pathogenesis of many characteristics of Down syndrome, including morphological features, hypotonia, and cognitive disability. The DSCR3 (Down syndrome critical region gene 3) gene is found in this region and is predictated to contain eight exons. DSCR3 is expressed in most tissues examined. [provided by RefSeq, Jul 2008]"
"SLC35B2","protein_coding","ENSG00000157593","Sulfotransferases (e.g., SULT4A1; MIM 608359) use an activated form of sulfate, 3-prime-phosphoadenosine 5-prime-phosphosulfate (PAPS), as a common sulfate donor for sulfation of glycoproteins, proteoglycans, and glycolipids in the endoplasmic reticulum and Golgi apparatus. SLC35B2 is located in the microsomal membrane and transports PAPS from the cytosol, where it is synthesized, into the Golgi lumen (Kamiyama et al., 2003 [PubMed 12716889]).[supplied by OMIM, Mar 2008]"
"FAIM","protein_coding","ENSG00000158234","The protein encoded by this gene protects against death receptor-triggered apoptosis and regulates B-cell signaling and differentiation. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2011]"
"SHROOM4","protein_coding","ENSG00000158352","This gene encodes a member of the APX/Shroom family, which contain an N-terminal PDZ domain and a C-terminal ASD2 motif. The encoded protein may play a role in cytoskeletal architecture. Mutations in this gene have been linked to the X-linked Stocco dos Santos syndrome characterized by cognitive disabilities. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2017]"
"PPP1R15B","protein_coding","ENSG00000158615","This gene encodes a protein phosphatase I-interacting protein that promotes the dephosphorylation of eukaryotic translation initiation factor 2A to regulate translation under conditions of cellular stress. The transcribed messenger RNA contains two upstream open reading frames (ORFs) that repress translation of the main protein coding ORF under normal conditions, while the protein coding ORF is expressed at high levels in response to stress. Continual translation of the mRNA under conditions of eukaryotic translation initiation factor 2A inactivation is thought to create a feedback loop for reactivation of the gene during recovery from stress. In addition, it has been shown that this protein plays a role in membrane traffic that is independent of translation and that it is required for exocytosis from erythroleukemia cells. Allelic variants of this gene are associated with microcephaly, short stature, and impaired glucose metabolism. [provided by RefSeq, Feb 2016]"
"EMSY","protein_coding","ENSG00000158636","Predicted to enable identical protein binding activity. Predicted to be involved in DNA repair; chromatin organization; and regulation of transcription, DNA-templated. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"SON","protein_coding","ENSG00000159140","This gene encodes a protein that contains multiple simple repeats. The encoded protein binds RNA and promotes pre-mRNA splicing, particularly of transcripts with poor splice sites. The protein also recognizes a specific DNA sequence found in the human hepatitis B virus (HBV) and represses HBV core promoter activity. There is a pseudogene for this gene on chromosome 1. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
"DONSON","protein_coding","ENSG00000159147","This gene lies downstream of the SON gene and spans 10 kb on chromosome 21. The function of this gene is unknown. [provided by RefSeq, Jul 2008]"
"MORC3","protein_coding","ENSG00000159256","This gene encodes a protein that localizes to the nuclear matrix and forms nuclear bodies via an ATP-dependent mechanism. The protein is predicted to have coiled-coil and zinc finger domains and has RNA binding activity. Alternative splicing produces multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Feb 2016]"
"ZNF221","protein_coding","ENSG00000159905","Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription, DNA-templated. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"TRAPPC10","protein_coding","ENSG00000160218","The protein encoded by this gene is a transmembrane protein found in the cis-Golgi complex. The encoded protein is part of the multisubunit transport protein particle (TRAPP) complex and may be involved in vesicular transport from the endoplasmic reticulum to the Golgi. Mutations in this gene could be responsible for the Unverricht-Lundborg type of progressive myoclonus epilepsy, or for autoimmune polyglandular disease type 1. [provided by RefSeq, Jul 2008]"
"EMC10","protein_coding","ENSG00000161671","Contributes to membrane insertase activity. Involved in positive regulation of angiogenesis; positive regulation of endothelial cell proliferation; and protein insertion into ER membrane. Located in extracellular region. Is integral component of endoplasmic reticulum membrane. Part of EMC complex. [provided by Alliance of Genome Resources, Apr 2022]"
"RACGAP1","protein_coding","ENSG00000161800","This gene encodes a GTPase-activating protein (GAP) that is a compoment of the centralspindlin complex. This protein binds activated forms of Rho GTPases and stimulates GTP hydrolysis, which results in negative regulation of Rho-mediated signals. This protein plays a regulatory role in cytokinesis, cell growth, and differentiation. Alternatively spliced transcript variants have been found for this gene. There is a pseudogene for this gene on chromosome 12. [provided by RefSeq, Feb 2016]"
"LARP4","protein_coding","ENSG00000161813","Enables mRNA 3'-UTR binding activity and poly(A) binding activity. Involved in cytoskeleton organization; positive regulation of translation; and regulation of cell morphogenesis. Located in cytosol. Colocalizes with cytoplasmic stress granule; cytosolic small ribosomal subunit; and polysome. [provided by Alliance of Genome Resources, Apr 2022]"
"ZNF75A","protein_coding","ENSG00000162086","Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in negative regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"OMA1","protein_coding","ENSG00000162600","Enables metalloendopeptidase activity. Involved in several processes, including HRI-mediated signaling; proteolysis; and regulation of mitochondrion organization. Located in mitochondrial inner membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"USP1","protein_coding","ENSG00000162607","This gene encodes a member of the ubiquitin-specific processing (UBP) family of proteases that is a deubiquitinating enzyme (DUB) with His and Cys domains. This protein is located in the cytoplasm and cleaves the ubiquitin moiety from ubiquitin-fused precursors and ubiquitinylated proteins. The protein specifically deubiquitinates a protein in the Fanconi anemia (FA) DNA repair pathway. Alternate transcriptional splice variants have been characterized. [provided by RefSeq, Jul 2008]"
"ZNF281","protein_coding","ENSG00000162702","Enables DNA-binding transcription repressor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in negative regulation of gene expression; negative regulation of transcription by RNA polymerase II; and positive regulation of transcription, DNA-templated. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"NCSTN","protein_coding","ENSG00000162736","This gene encodes a type I transmembrane glycoprotein that is an integral component of the multimeric gamma-secretase complex. The encoded protein cleaves integral membrane proteins, including Notch receptors and beta-amyloid precursor protein, and may be a stabilizing cofactor required for gamma-secretase complex assembly. The cleavage of beta-amyloid precursor protein yields amyloid beta peptide, the main component of the neuritic plaque and the hallmark lesion in the brains of patients with Alzheimer's disease; however, the nature of the encoded protein's role in Alzheimer's disease is not known for certain. Mutations in this gene are associated with familial acne inversa. A pseudogene of this gene is present on chromosome 21. Alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been determined. [provided by RefSeq, Feb 2014]"
"BROX","protein_coding","ENSG00000162819","Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]"
"TYW5","protein_coding","ENSG00000162971","Enables several functions, including iron ion binding activity; protein homodimerization activity; and tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity. Involved in wybutosine biosynthetic process. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"WDCP","protein_coding","ENSG00000163026","Enables kinase binding activity. Involved in protein complex oligomerization. [provided by Alliance of Genome Resources, Apr 2022]"
"SMC6","protein_coding","ENSG00000163029","Enables ubiquitin protein ligase binding activity. Involved in several processes, including cellular senescence; positive regulation of chromosome segregation; and telomere maintenance via recombination. Located in chromosome and nuclear body. Part of Smc5-Smc6 complex. [provided by Alliance of Genome Resources, Apr 2022]"
"SGCB","protein_coding","ENSG00000163069","This gene encodes a member of the sarcoglycan family. Sarcoglycans are transmembrane components in the dystrophin-glycoprotein complex which help stabilize the muscle fiber membranes and link the muscle cytoskeleton to the extracellular matrix. Mutations in this gene have been associated with limb-girdle muscular dystrophy.[provided by RefSeq, Oct 2008]"
"SMARCAD1","protein_coding","ENSG00000163104","This gene encodes a member of the SNF subfamily of helicase proteins. The encoded protein plays a critical role in the restoration of heterochromatin organization and propagation of epigenetic patterns following DNA replication by mediating histone H3/H4 deacetylation. Mutations in this gene are associated with adermatoglyphia. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2011]"
"IWS1","protein_coding","ENSG00000163166","Involved in regulation of histone modification; regulation of mRNA export from nucleus; and regulation of mRNA processing. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"HELQ","protein_coding","ENSG00000163312","HEL308 is a single-stranded DNA-dependent ATPase and DNA helicase (Marini and Wood, 2002 [PubMed 11751861]).[supplied by OMIM, Mar 2008]"
"POGLUT1","protein_coding","ENSG00000163389","This gene encodes a protein with both O-glucosyltransferase and O-xylosyltransferase activity which localizes to the lumen of the endoplasmic reticulum. This protein has a carboxy-terminal KTEL motif which is predicted to function as an endoplasmic reticulum retention signal. This gene is an essential regulator of Notch signalling and likely plays a role in cell fate and tissue formation during development. It may also play a role in the pathogenesis of leukemia. Mutations in this gene have been associated with the autosomal dominant genodermatosis Dowling-Degos disease 4. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2014]"
"SLC22A15","protein_coding","ENSG00000163393","Organic ion transporters, such as SLC22A15, transport various medically and physiologically important compounds, including pharmaceuticals, toxins, hormones, neurotransmitters, and cellular metabolites. These transporters are also referred to as amphiphilic solute facilitators (ASFs).[supplied by OMIM, Apr 2004]"
"LRRC58","protein_coding","ENSG00000163428",""
"CWC22","protein_coding","ENSG00000163510","Enables RNA binding activity. Involved in mRNA splicing, via spliceosome. Located in cytosol and nuclear speck. Part of U2-type catalytic step 1 spliceosome; U2-type catalytic step 2 spliceosome; and U2-type precatalytic spliceosome. [provided by Alliance of Genome Resources, Apr 2022]"
"SGO2","protein_coding","ENSG00000163535","Predicted to be involved in homologous chromosome segregation; meiotic sister chromatid cohesion; and mitotic sister chromatid segregation. Predicted to act upstream of or within meiotic nuclear division; positive regulation of maintenance of meiotic sister chromatid cohesion, centromeric; and protein localization. Located in chromosome, centromeric region and nuclear body. Part of mitotic cohesin complex. [provided by Alliance of Genome Resources, Apr 2022]"
"RPL22L1","protein_coding","ENSG00000163584","Predicted to enable RNA binding activity. Predicted to be a structural constituent of ribosome. Predicted to be involved in cytoplasmic translation. Predicted to be located in ribosome. [provided by Alliance of Genome Resources, Apr 2022]"
"PPP4R2","protein_coding","ENSG00000163605","The protein encoded by this gene is a regulatory subunit of the serine/threonine-protein phosphatase 4 complex. In addition to being required for efficient DNA double strand break repair, this complex plays a role in organization of microtubules at centrosomes and processing of spliceosomal snRNPs. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2015]"
"WDFY3","protein_coding","ENSG00000163625","This gene encodes a phosphatidylinositol 3-phosphate-binding protein that functions as a master conductor for aggregate clearance by autophagy. This protein shuttles from the nuclear membrane to colocalize with aggregated proteins, where it complexes with other autophagic components to achieve macroautophagy-mediated clearance of these aggregated proteins. However, it is not necessary for starvation-induced macroautophagy. [provided by RefSeq, May 2010]"
"SLMAP","protein_coding","ENSG00000163681","This gene encodes a component of a conserved striatin-interacting phosphatase and kinase complex. Striatin family complexes participate in a variety of cellular processes including signaling, cell cycle control, cell migration, Golgi assembly, and apoptosis. The protein encoded by this gene is a coiled-coil, tail-anchored membrane protein with a single C-terminal transmembrane domain that is posttranslationally inserted into membranes. Mutations in this gene are associated with Brugada syndrome, a cardiac channelopathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2015]"
"ABHD6","protein_coding","ENSG00000163686","Enables acylglycerol lipase activity. Involved in acylglycerol catabolic process. Predicted to be located in late endosome membrane and lysosomal membrane. Predicted to be integral component of membrane. Predicted to be part of AMPA glutamate receptor complex. Predicted to be active in GABA-ergic synapse; glutamatergic synapse; and mitochondrion. Predicted to be integral component of postsynaptic membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"APBB2","protein_coding","ENSG00000163697","The protein encoded by this gene interacts with the cytoplasmic domains of amyloid beta (A4) precursor protein and amyloid beta (A4) precursor-like protein 2. This protein contains two phosphotyrosine binding (PTB) domains, which are thought to function in signal transduction. Polymorphisms in this gene have been associated with Alzheimer's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]"
"PBRM1","protein_coding","ENSG00000163939","This locus encodes a subunit of ATP-dependent chromatin-remodeling complexes. The encoded protein has been identified as in integral component of complexes necessary for ligand-dependent transcriptional activation by nuclear hormone receptors. Mutations at this locus have been associated with primary clear cell renal cell carcinoma. [provided by RefSeq, Feb 2012]"
"TASOR","protein_coding","ENSG00000163946","Enables chromatin binding activity. Involved in negative regulation of single stranded viral RNA replication via double stranded DNA intermediate; protein localization to heterochromatin; and regulation of gene expression. Located in heterochromatin and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"AIMP1","protein_coding","ENSG00000164022","The protein encoded by this gene is a cytokine that is specifically induced by apoptosis, and it is involved in the control of angiogenesis, inflammation, and wound healing. The release of this cytokine renders the tumor-associated vasculature sensitive to tumor necrosis factor. The precursor protein is identical to the p43 subunit, which is associated with the multi-tRNA synthetase complex, and it modulates aminoacylation activity of tRNA synthetase in normal cells. This protein is also involved in the stimulation of inflammatory responses after proteolytic cleavage in tumor cells. Multiple transcript variants encoding different isoforms have been found for this gene. A pseudogene has been identified on chromosome 20. [provided by RefSeq, Dec 2008]"
"SAP30","protein_coding","ENSG00000164105","Histone acetylation plays a key role in the regulation of eukaryotic gene expression. Histone acetylation and deacetylation are catalyzed by multisubunit complexes. The protein encoded by this gene is a component of the histone deacetylase complex, which includes SIN3, SAP18, HDAC1, HDAC2, RbAp46, RbAp48, and other polypeptides. This complex is active in deacetylating core histone octamers, but inactive in deacetylating nucleosomal histones. A pseudogene of this gene is located on chromosome 3. [provided by RefSeq, Jul 2008]"
"CEP44","protein_coding","ENSG00000164118","Enables microtubule binding activity. Involved in centriole replication and centriole-centriole cohesion. Located in centriole; centrosome; and spindle pole. [provided by Alliance of Genome Resources, Apr 2022]"
